"Monsters, Inc. Laugh Floor,07:30,Feb,weekday",18.125
"Walt Disney's Enchanted Tiki Room,07:30,Feb,weekday",0.208333333
"The Barnstormer,07:30,Feb,weekday",24.16666667
"Under the Sea - Journey of The Little Mermaid,07:30,Feb,weekday",16.04166667
"Seven Dwarfs Mine Train ,07:30,Feb,weekday",86.04166667
"07:30,Astro Orbiter,Feb,weekday",30.3125
"07:30,Big Thunder Mountain Railroad,Feb,weekday",41.04166667
"07:30,Buzz Lightyear's Space Ranger Spin,Feb,weekday",43.125
"07:30,Prince Charming Regal Carrousel,Feb,weekday",7.083333333
"07:30,Dumbo the Flying Elephant,Feb,weekday",21.875
"07:30,Feb,it's a small world,weekday",19.0625
"Jungle Cruise,07:30,Feb,weekday",46.45833333
"Liberty Square Riverboat,07:30,Feb,weekday",0
"07:30,Mad Tea Party,Feb,weekday",10.10416667
"07:30,Feb,Mickey's PhilharMagic,weekday",10.20833333
"Peter Pan's Flight,07:30,Feb,weekday",71.66666667
"Pirates of the Caribbean,07:30,Feb,weekday",30.83333333
"Space Mountain,07:30,Feb,weekday",54.16666667
"Splash Mountain,07:30,Feb,weekday",36.04166667
"Haunted Mansion,07:30,Feb,weekday",33.02083333
"07:30,The Magic Carpets of Aladdin,Feb,weekday",21.97916667
"07:30,The Many Adventures of Winnie the Pooh,Feb,weekday",38.02083333
"07:30,Tomorrowland Speedway,Feb,weekday",16.97916667
"07:30,Feb,Tomorrowland Transit Authority PeopleMover,weekday",2.916666667
"Walt Disney's Carousel of Progress,07:30,Feb,weekday",0
"07:30,Country Bear Jamboree,Feb,weekday",0
"07:30,The Hall of Presidents,Feb,weekday",0.416666667
"Monsters, Inc. Laugh Floor,08:00,Feb,weekday",18.54166667
"Walt Disney's Enchanted Tiki Room,08:00,Feb,weekday",0.3125
"The Barnstormer,08:00,Feb,weekday",30.41666667
"Under the Sea - Journey of The Little Mermaid,08:00,Feb,weekday",25
"Seven Dwarfs Mine Train ,08:00,Feb,weekday",98.125
"08:00,Astro Orbiter,Feb,weekday",32.5
"08:00,Big Thunder Mountain Railroad,Feb,weekday",49.79166667
"Buzz Lightyear's Space Ranger Spin,08:00,Feb,weekday",50.20833333
"Prince Charming Regal Carrousel,08:00,Feb,weekday",8.645833333
"Dumbo the Flying Elephant,08:00,Feb,weekday",29.79166667
"08:00,Feb,it's a small world,weekday",27.29166667
"Jungle Cruise,08:00,Feb,weekday",62.70833333
"Liberty Square Riverboat,08:00,Feb,weekday",0
"08:00,Feb,Mad Tea Party,weekday",14.0625
"08:00,Feb,Mickey's PhilharMagic,weekday",11.14583333
"Peter Pan's Flight,08:00,Feb,weekday",75
"Pirates of the Caribbean,08:00,Feb,weekday",37.39583333
"Space Mountain,08:00,Feb,weekday",63.54166667
"Splash Mountain,08:00,Feb,weekday",46.04166667
"Haunted Mansion,08:00,Feb,weekday",42.70833333
"The Magic Carpets of Aladdin,08:00,Feb,weekday",27.70833333
"The Many Adventures of Winnie the Pooh,08:00,Feb,weekday",42.70833333
"08:00,Tomorrowland Speedway,Feb,weekday",16.77083333
"Tomorrowland Transit Authority PeopleMover,08:00,Feb,weekday",4.270833333
"Walt Disney's Carousel of Progress,08:00,Feb,weekday",0
"Country Bear Jamboree,08:00,Feb,weekday",0
"08:00,The Hall of Presidents,Feb,weekday",0.625
"Monsters, Inc. Laugh Floor,08:30,Feb,weekday",18.85416667
"Walt Disney's Enchanted Tiki Room,08:30,Feb,weekday",0.3125
"The Barnstormer,08:30,Feb,weekday",36.45833333
"Under the Sea - Journey of The Little Mermaid,08:30,Feb,weekday",29.0625
"Seven Dwarfs Mine Train ,08:30,Feb,weekday",102.7083333
"08:30,Astro Orbiter,Feb,weekday",34.16666667
"08:30,Big Thunder Mountain Railroad,Feb,weekday",54.16666667
"08:30,Buzz Lightyear's Space Ranger Spin,Feb,weekday",52.39583333
"08:30,Prince Charming Regal Carrousel,Feb,weekday",11.04166667
"08:30,Dumbo the Flying Elephant,Feb,weekday",39.47916667
"08:30,Feb,it's a small world,weekday",30.10416667
"Jungle Cruise,08:30,Feb,weekday",70.83333333
"Liberty Square Riverboat,08:30,Feb,weekday",0
"08:30,Mad Tea Party,Feb,weekday",21.66666667
"08:30,Feb,Mickey's PhilharMagic,weekday",11.25
"Peter Pan's Flight,08:30,Feb,weekday",78.75
"Pirates of the Caribbean,08:30,Feb,weekday",42.39583333
"Space Mountain,08:30,Feb,weekday",72.91666667
